ts,o,h,l,c
1787146200,338.9700,339.0000,338.5000,338.5000
1787146201,338.5300,338.7500,337.8900,338.5500
1787146202,338.5500,338.5500,338.3200,338.3200
1787146203,338.5500,338.5500,338.5500,338.5500
1787146204,338.5500,338.5500,338.5500,338.5500
1787146205,338.3600,338.3600,337.9200,338.0800
1787146206,338.1900,338.3000,338.1900,338.3000
1787146207,338.3700,338.7900,338.3000,338.3000
1787146208,338.2500,338.2500,338.1800,338.1800
1787146209,338.0300,338.0300,337.5900,337.6000
1787146210,337.6000,337.8100,337.6000,337.8100
1787146212,337.9200,337.9400,337.9200,337.9400
1787146213,337.9550,338.1000,337.9550,338.0800
1787146214,337.9600,337.9600,337.9600,337.9600
1787146215,337.8300,338.2700,337.6400,338.2700
1787146217,338.5500,338.8600,338.4100,338.4100
1787146218,338.5200,338.6100,338.4300,338.5300
1787146219,338.5200,338.7800,338.5200,338.7050
1787146220,338.5700,338.5700,338.5700,338.5700
1787146221,338.6900,338.6900,338.5600,338.5600
1787146222,338.5700,338.5700,338.2500,338.4300
1787146223,338.4400,338.4550,338.4400,338.4550
1787146224,338.4700,338.4700,338.4700,338.4700
1787146225,338.4000,338.4000,338.4000,338.4000
1787146227,338.5200,338.5600,338.3200,338.4200
1787146228,338.3500,338.3500,338.2300,338.3000
1787146229,338.2700,338.4200,338.2300,338.2300
1787146230,338.3500,338.3500,338.3500,338.3500
1787146231,338.3000,338.3800,338.2500,338.2500
1787146232,338.3850,338.3900,338.3000,338.3000
1787146233,338.5100,338.5400,338.4000,338.4000
1787146234,338.3800,338.4900,338.3800,338.4900
1787146235,338.4050,338.4050,338.2600,338.2700
1787146236,338.4300,339.4500,338.4300,339.4100
1787146237,339.4350,339.4600,339.2600,339.3700
1787146238,339.3900,339.4100,339.1800,339.1800
1787146239,339.1900,339.1900,339.0100,339.1300
1787146240,339.0100,339.0100,338.7100,338.7800
1787146242,338.9900,339.0600,338.9900,339.0600
1787146243,339.2000,339.3100,339.2000,339.3100
1787146244,339.3700,339.4000,339.3700,339.4000
1787146245,339.5000,339.6100,339.4550,339.4550
1787146246,339.5550,339.7900,339.5550,339.6100
1787146248,339.7550,339.7550,339.7550,339.7550
1787146250,339.7900,339.8000,339.6400,339.6400
1787146251,339.6600,339.8500,339.6300,339.8500
1787146252,339.8800,339.9400,339.8800,339.9000
1787146253,339.9500,339.9500,339.8400,339.8400
1787146254,339.9400,339.9400,339.9400,339.9400
1787146255,339.9600,340.2900,339.9600,340.1700
1787146256,340.2000,340.2900,340.1700,340.1700
1787146257,340.2000,340.2800,340.1950,340.1950
1787146258,340.2400,340.4400,340.2400,340.4100
1787146259,340.3400,340.3400,340.0900,340.3100
1787146260,340.2750,340.4000,339.9700,340.2900
1787146261,340.2000,340.2000,339.8500,339.9800
1787146262,339.9400,339.9400,339.6300,339.7950
1787146263,339.9200,339.9700,339.9200,339.9700
1787146264,340.0300,340.0300,340.0300,340.0300
1787146265,339.8900,339.8900,339.8400,339.8400
1787146266,339.8400,339.8400,339.6400,339.6400
1787146267,339.6500,339.6500,339.1400,339.1400
1787146268,339.2600,339.5100,339.2600,339.5100
1787146275,339.3700,339.6000,339.2500,339.3500
1787146276,339.4000,339.4500,339.3550,339.4500
1787146277,339.4900,339.4900,339.3600,339.4800
1787146278,339.6000,339.7100,339.6000,339.7100
1787146279,339.6000,339.6000,339.1300,339.1400
1787146280,339.1400,339.1400,339.0900,339.0900
1787146282,339.0200,339.0600,338.8900,338.8900
1787146283,339.0600,339.0600,339.0450,339.0450
1787146284,339.0450,339.1800,339.0450,339.1800
1787146285,339.2000,339.3200,339.1100,339.1100
1787146286,339.0300,339.0300,338.8700,339.0000
1787146287,339.0000,339.0000,339.0000,339.0000
1787146289,338.8600,338.8600,338.3500,338.3500
1787146290,338.3750,338.4600,338.3700,338.3900
1787146291,338.4600,338.4600,338.3200,338.3200
1787146292,338.3100,338.3800,338.1500,338.1800
1787146294,338.3500,338.3500,338.3500,338.3500
1787146295,338.4300,338.4300,338.4300,338.4300
1787146296,338.4700,338.4700,338.4600,338.4600
1787146297,338.3400,338.3400,338.3400,338.3400
1787146298,338.3300,338.3300,338.3300,338.3300
1787146299,338.3800,338.3800,338.3700,338.3700
1787146300,338.3400,338.4000,338.3400,338.4000
1787146301,338.4600,338.4600,338.2000,338.3000
1787146302,338.3050,338.3050,338.2000,338.2000
1787146303,338.4100,338.4500,338.4100,338.4500
1787146304,338.3350,338.3350,338.3350,338.3350
1787146305,338.3200,338.3500,338.2700,338.3400
1787146307,338.2000,338.2000,338.0700,338.0700
1787146308,338.0700,338.1200,338.0700,338.1200
1787146310,338.0850,338.1800,338.0850,338.1800
1787146311,338.0850,338.0850,338.0850,338.0850
1787146312,338.0800,338.0800,338.0800,338.0800
1787146313,338.0100,338.1900,337.9700,338.1900
1787146314,338.1000,338.1000,338.0900,338.0900
1787146315,338.1000,338.1000,338.1000,338.1000
1787146316,337.9700,337.9700,337.9200,337.9200
1787146318,338.0800,338.0800,337.9900,337.9900
1787146319,338.0800,338.0800,338.0800,338.0800
1787146320,338.1600,338.6000,338.1600,338.6000
1787146321,338.7700,338.9900,338.7300,338.7500
1787146322,338.8100,338.8100,338.7700,338.7700
1787146323,338.8800,338.8800,338.8800,338.8800
1787146324,338.8550,338.8550,338.8100,338.8100
1787146326,338.9200,339.1500,338.9200,339.1500
1787146328,339.2000,339.3300,339.2000,339.2600
1787146329,339.3200,339.4000,339.3200,339.3700
1787146330,339.4800,339.5500,339.4800,339.5500
1787146331,339.6100,339.6100,339.4800,339.5000
1787146332,339.6400,339.6400,339.6400,339.6400
1787146333,339.5500,339.6200,339.5500,339.6200
1787146334,339.6400,339.8500,339.6400,339.6800
1787146335,339.6850,339.9100,339.6850,339.8500
1787146336,339.7600,339.7600,339.5900,339.5900
1787146337,339.5300,339.5300,339.3100,339.3100
1787146338,339.2100,339.3900,339.2100,339.3900
1787146339,339.2800,339.2800,339.2800,339.2800
1787146340,339.2000,339.2000,339.1600,339.1600
1787146341,339.1700,339.1700,339.1700,339.1700
1787146342,339.2000,339.2700,339.2000,339.2200
1787146343,339.3200,339.3200,339.3200,339.3200
1787146344,339.3500,339.3800,339.3500,339.3600
1787146345,339.4300,339.4300,339.3800,339.3800
1787146346,339.3900,339.6000,339.3900,339.6000
1787146347,339.5750,339.6600,339.5150,339.5700
1787146348,339.6200,339.6900,339.6200,339.6300
1787146350,339.5000,339.5000,339.3200,339.3500
1787146351,339.3200,339.3200,339.3200,339.3200
1787146352,339.4000,339.4900,339.4000,339.4900
1787146353,339.4700,339.4700,339.1300,339.1300
1787146356,339.1300,339.1300,338.9100,338.9100
1787146357,338.9800,339.1100,338.9800,339.1100
1787146359,339.4900,339.5000,339.4900,339.5000
1787146360,339.5000,339.5100,339.5000,339.5100
1787146363,339.4300,339.4300,339.4300,339.4300
1787146364,339.4200,339.4200,339.2900,339.3600
1787146365,339.2850,339.2850,339.2850,339.2850
1787146366,339.4100,339.4100,339.4100,339.4100
1787146370,339.4700,339.4700,339.4700,339.4700
1787146371,339.4350,339.7900,339.4350,339.7900
1787146372,339.8500,339.8700,339.7500,339.7600
1787146373,339.7700,340.0200,339.7700,339.9650
1787146374,339.9900,340.1100,339.9900,340.1000
1787146375,340.1600,340.1600,339.9400,339.9400
1787146377,340.0000,340.1800,340.0000,340.0750
1787146378,340.2000,340.8000,340.1800,340.7200
1787146379,340.7800,340.8800,340.6800,340.8800
1787146380,340.8500,340.9000,340.7500,340.9000
1787146381,340.8200,340.9000,340.8200,340.8900
1787146382,340.9000,341.1000,340.9000,341.0000
1787146383,341.0600,341.2000,341.0100,341.1600
1787146384,341.1600,341.1600,341.0900,341.1600
1787146385,341.0800,341.0800,341.0100,341.0100
1787146386,340.9100,340.9100,340.7400,340.7600
1787146387,340.8200,340.8300,340.8200,340.8300
1787146388,340.8300,341.1500,340.8300,341.1300
1787146389,341.1800,341.2600,341.1500,341.1800
1787146390,341.1850,341.2900,341.1850,341.2450
1787146391,341.2700,341.2700,341.1200,341.1200
1787146392,341.1400,341.1500,341.1400,341.1400
1787146393,341.1250,341.1500,340.9900,340.9900
1787146394,340.8800,340.9150,340.8000,340.8000
1787146395,340.8600,340.8600,340.8600,340.8600
1787146396,340.8900,340.9200,340.8700,340.8700
1787146397,340.9500,340.9700,340.8200,340.8300
1787146398,340.8300,340.8800,340.8300,340.8800
1787146399,340.8900,340.8900,340.8900,340.8900
1787146400,340.9000,340.9200,340.8300,340.8300
1787146401,340.8600,340.8600,340.8600,340.8600
1787146402,340.8100,340.8350,340.8000,340.8350
1787146403,340.8100,340.8200,340.7000,340.7900
1787146404,340.7400,340.7400,340.1000,340.3000
1787146405,340.3400,340.3400,340.2900,340.2900
1787146406,340.2400,340.2400,339.9550,339.9550
1787146407,340.0100,340.0600,340.0100,340.0600
1787146408,340.0550,340.2650,340.0550,340.2500
