ts,o,h,l,c
1787578200,361.6700,362.8100,361.4500,362.6900
1787578201,362.8400,363.2400,362.0000,363.0400
1787578202,362.9500,363.0000,361.7600,362.0200
1787578203,362.1600,362.2000,361.6200,361.6200
1787578204,361.6700,362.0000,361.5400,361.9900
1787578205,361.9300,362.8800,361.6400,362.4800
1787578206,362.6500,362.6500,361.8900,362.1900
1787578207,361.8600,362.1800,361.7850,361.9200
1787578208,361.7600,361.7700,361.6000,361.6000
1787578209,361.5300,361.5300,360.8000,360.8500
1787578210,360.9900,361.1600,360.9200,361.0300
1787578211,360.9800,361.0300,360.3800,360.3800
1787578212,360.3800,360.3800,360.0700,360.1000
1787578213,360.2100,360.5900,360.2100,360.5900
1787578214,360.6600,360.6900,360.5000,360.6600
1787578215,360.6400,360.9900,360.4400,360.4400
1787578216,360.3500,360.6300,360.3500,360.6300
1787578217,360.5200,360.6300,360.5200,360.6300
1787578218,360.5300,360.6800,360.5300,360.6000
1787578219,360.3500,360.3500,360.3500,360.3500
1787578220,360.1800,360.6900,360.1600,360.6600
1787578221,360.5600,360.5600,360.2200,360.2200
1787578222,360.2600,360.4200,360.1400,360.3800
1787578223,360.3600,360.3600,360.3600,360.3600
1787578225,360.3400,360.3400,360.0500,360.2900
1787578226,360.1000,360.1250,359.9900,360.0250
1787578227,359.9800,360.0000,359.7200,359.8300
1787578228,359.8100,359.9400,359.7800,359.8800
1787578229,359.9400,359.9400,359.7200,359.9400
1787578230,359.9600,360.0400,359.8000,359.8000
1787578231,359.7400,359.7400,359.7400,359.7400
1787578232,359.7900,359.8800,359.6600,359.8200
1787578233,359.6500,359.6900,359.4800,359.4800
1787578234,359.5700,359.6100,359.4500,359.4500
1787578235,359.5500,359.6800,359.5150,359.6800
1787578236,359.6600,359.6600,359.3300,359.3300
1787578237,359.3800,359.4800,359.3800,359.4800
1787578238,359.5450,359.6600,359.5450,359.6600
1787578239,359.6300,359.9100,359.6300,359.7700
1787578240,359.7400,359.7400,359.6900,359.6900
1787578241,359.8300,359.8400,359.8300,359.8400
1787578242,359.7700,359.9200,359.6900,359.6900
1787578244,359.7600,359.9100,359.7600,359.9100
1787578245,359.9300,359.9500,359.4800,359.5500
1787578246,359.5000,359.5500,359.4000,359.4000
1787578248,359.4500,359.5000,359.3400,359.3400
1787578249,359.3000,359.3000,358.8600,358.8800
1787578250,358.9050,358.9050,358.9050,358.9050
1787578251,358.9000,359.1400,358.8600,358.9700
1787578252,359.0800,359.1800,358.9400,358.9400
1787578253,359.0000,359.0000,358.9800,358.9800
1787578254,358.9700,358.9700,358.8400,358.8400
1787578255,358.8100,358.8100,358.6400,358.7900
1787578257,358.6900,358.7050,358.6300,358.7050
1787578258,358.6200,358.6200,358.5800,358.5800
1787578259,358.5500,358.6000,358.4900,358.5250
1787578260,358.5500,358.6400,358.2200,358.2200
1787578261,358.1900,358.2100,358.0400,358.1100
1787578263,358.0900,358.0900,357.7500,358.0100
1787578264,357.8600,357.9500,357.7900,357.8400
1787578265,357.9500,358.1200,357.9500,358.0000
1787578266,358.0200,358.0200,357.9000,357.9000
1787578267,358.0300,358.2000,358.0300,358.2000
1787578269,358.2000,358.2000,358.2000,358.2000
1787578270,358.2500,358.6500,358.2350,358.2350
1787578271,358.3300,358.3400,358.2500,358.2500
1787578272,358.3500,358.4550,358.3100,358.3100
1787578273,358.2500,358.2600,358.2500,358.2600
1787578274,358.3200,358.3300,357.9900,358.0800
1787578275,358.1400,358.3300,358.1400,358.3300
1787578277,358.3300,358.3300,358.2500,358.2500
1787578278,358.2400,358.3200,358.1900,358.3200
1787578279,358.3300,358.4200,358.2500,358.2500
1787578280,358.4000,358.4500,358.4000,358.4500
1787578281,358.5000,358.7000,358.4900,358.4900
1787578283,358.4100,358.5000,358.3700,358.5000
1787578284,358.4000,358.4000,358.0700,358.0700
1787578286,358.1300,358.1300,357.9500,358.0500
1787578287,358.0900,358.1000,357.9200,357.9200
1787578288,357.9000,357.9000,357.8500,357.8900
1787578289,357.8800,357.9400,357.8800,357.9400
1787578290,357.9100,357.9900,357.8300,357.8300
1787578291,357.9400,357.9500,357.9400,357.9500
1787578292,357.9200,358.0200,357.5500,357.5500
1787578293,357.6900,357.7800,357.6700,357.6700
1787578294,357.6100,357.6600,357.3200,357.6600
1787578295,357.5400,357.5400,357.4600,357.4600
1787578296,357.6800,357.7000,357.5500,357.5500
1787578297,357.6100,357.6300,357.6100,357.6300
1787578298,357.6900,357.8000,357.6900,357.7100
1787578299,357.7500,358.1400,357.7500,358.1400
1787578300,358.0000,358.0000,357.9400,357.9400
1787578302,357.7400,357.7400,357.7400,357.7400
1787578303,357.7500,357.7500,357.7500,357.7500
1787578304,357.8000,357.8000,357.8000,357.8000
1787578305,357.7000,357.7150,357.6800,357.7150
1787578306,357.6900,357.7000,357.6900,357.7000
1787578307,357.6200,357.6200,357.5800,357.5800
1787578308,357.6200,357.7800,357.6100,357.7800
1787578310,357.7000,357.9000,357.7000,357.9000
1787578311,357.8300,357.9600,357.7700,357.7700
1787578312,357.6900,357.6900,357.6900,357.6900
1787578313,357.8100,358.0000,357.8100,358.0000
1787578314,357.9350,357.9500,357.9350,357.9500
1787578315,357.9500,357.9500,357.9500,357.9500
1787578316,358.0000,358.1400,358.0000,358.1400
1787578317,358.1900,358.2900,358.1700,358.1700
1787578319,358.1900,358.2500,358.1900,358.2500
1787578320,358.2500,358.2500,358.2500,358.2500
1787578321,358.2800,358.3400,358.2800,358.3400
1787578323,358.2800,358.3100,358.1600,358.3100
1787578324,358.2200,358.2200,358.2200,358.2200
1787578325,358.3100,358.3300,358.1500,358.1500
1787578326,358.0650,358.0650,357.8200,357.8300
1787578327,357.8500,357.8500,357.8500,357.8500
1787578328,357.8000,357.8500,357.5800,357.5900
1787578329,357.6900,357.7100,357.6900,357.7100
1787578330,357.7800,357.7800,357.7300,357.7300
1787578331,357.7000,357.7000,357.6800,357.6800
1787578332,357.6700,357.6900,357.6400,357.6400
1787578333,357.6100,357.8000,357.5700,357.5700
1787578334,357.5700,357.5700,357.5400,357.5400
1787578335,357.6050,357.7500,357.6050,357.7500
1787578336,357.7700,357.9000,357.7700,357.9000
1787578337,357.9000,357.9200,357.4000,357.6000
1787578338,357.5800,357.6900,357.4000,357.5400
1787578340,357.6000,357.6000,357.5400,357.5700
1787578341,357.5400,357.5700,357.4700,357.4700
1787578342,357.3900,357.3900,357.3600,357.3700
1787578343,357.4000,357.6000,357.4000,357.5900
1787578345,357.6100,357.7500,357.6100,357.7500
1787578346,357.8200,358.1000,357.8200,358.1000
1787578349,358.0100,358.0100,357.6700,357.6700
1787578350,357.7300,357.9000,357.7300,357.9000
1787578352,357.9600,358.0500,357.8400,357.9000
1787578353,357.9200,357.9200,357.9100,357.9100
1787578354,357.8800,357.8800,357.8800,357.8800
1787578355,357.8900,358.0000,357.6200,357.6400
1787578356,357.5800,357.5800,357.4000,357.5400
1787578357,357.5250,357.5250,357.5250,357.5250
1787578358,357.3900,357.4700,357.2800,357.3200
1787578359,357.5000,357.5200,357.5000,357.5200
1787578360,357.6300,357.6400,357.6300,357.6400
1787578361,357.6500,357.7000,357.4500,357.4500
1787578362,357.4500,357.4600,357.3650,357.3650
1787578363,357.3200,357.3200,357.2400,357.3200
1787578364,357.3600,357.3600,357.3200,357.3200
1787578365,357.2800,357.3000,357.2500,357.3000
1787578366,357.3000,357.3000,357.2300,357.2300
1787578367,357.2400,357.4100,357.2400,357.3100
1787578368,357.4100,357.4400,357.2600,357.2800
1787578369,357.2800,357.2800,357.2200,357.2200
1787578370,357.3150,357.3150,357.3100,357.3100
1787578371,357.2400,357.2400,357.1000,357.1000
1787578372,357.0900,357.1500,357.0700,357.1500
1787578373,357.0500,357.0500,356.9600,357.0000
1787578374,357.0400,357.0500,357.0400,357.0500
1787578375,357.0000,357.0150,357.0000,357.0150
1787578376,357.0100,357.0500,356.8800,356.8800
1787578377,356.8900,356.8900,356.7300,356.7900
1787578378,356.7000,356.7000,356.6700,356.6700
1787578379,356.6600,356.6600,356.6400,356.6400
1787578380,356.6100,356.6100,356.5100,356.5100
1787578381,356.5650,356.6100,356.4700,356.6000
1787578382,356.5000,356.5200,356.4700,356.5200
1787578384,356.5600,356.6300,356.4300,356.4300
1787578385,356.4000,356.4000,356.2900,356.2900
1787578386,356.3300,356.5400,356.3300,356.4900
1787578387,356.5100,356.5100,356.4500,356.4500
1787578388,356.3100,356.5100,356.2000,356.5100
1787578389,356.5500,356.5500,356.4700,356.4700
1787578390,356.4500,356.4950,356.4500,356.4950
1787578391,356.5000,356.5000,356.4500,356.4500
1787578393,356.4500,356.4700,356.1700,356.1700
1787578394,356.2700,356.2800,356.2200,356.2200
1787578395,356.1900,356.1900,356.0100,356.0650
1787578397,356.0450,356.0450,355.8800,356.0000
1787578399,356.0400,356.0800,356.0400,356.0500
1787578400,356.1000,356.1000,355.9200,356.0000
1787578401,355.9750,356.1100,355.8600,356.1100
1787578402,356.1100,356.1300,356.1100,356.1100
1787578403,356.1500,356.1500,356.0400,356.0400
1787578404,356.0100,356.1100,356.0100,356.1100
1787578405,356.0300,356.0300,356.0300,356.0300
1787578406,356.0500,356.0500,356.0300,356.0300
1787578407,356.0000,356.0100,355.9500,355.9500
1787578408,355.9000,356.1500,355.9000,356.1500
1787578409,356.1700,356.1950,356.1700,356.1950
1787578410,356.0800,356.0800,356.0800,356.0800
1787578411,356.0500,356.0500,355.9800,355.9800
1787578412,356.0600,356.0800,356.0600,356.0800
1787578413,356.0300,356.0300,355.9500,355.9500
1787578414,355.9800,355.9800,355.7500,355.8100
1787578415,355.7600,355.8200,355.7450,355.8100
1787578416,355.7200,355.7200,355.6800,355.7000
1787578417,355.6700,355.6900,355.6600,355.6900
1787578418,355.7200,355.7700,355.7200,355.7500
1787578419,355.8000,355.8000,355.7600,355.7600
1787578420,355.8000,355.8000,355.7300,355.7850
1787578423,355.8000,355.9100,355.8000,355.8700
1787578425,355.8400,355.8400,355.7850,355.8100
1787578426,355.8000,355.8000,355.8000,355.8000
1787578427,355.8300,355.8500,355.8300,355.8500
1787578428,355.8300,355.8300,355.8000,355.8300
1787578429,355.7700,355.7700,355.5500,355.5500
1787578430,355.5500,355.5500,355.4600,355.4600
1787578431,355.4650,355.4900,355.4300,355.4900
1787578432,355.4600,355.4850,355.4600,355.4850
1787578433,355.4400,355.4600,355.2500,355.2500
1787578434,355.2300,355.3400,355.2200,355.3400
1787578435,355.3800,355.5300,355.3800,355.5300
1787578436,355.4800,355.5000,355.4000,355.4000
1787578437,355.4000,355.4000,355.4000,355.4000
1787578439,355.4000,355.4000,355.0800,355.0800
1787578440,355.1600,355.1600,355.0300,355.0500
1787578441,355.0900,355.1100,354.8800,355.0100
1787578442,354.9700,355.0000,354.9600,355.0000
1787578443,354.9400,355.0500,354.9400,355.0500
1787578444,355.0300,355.0900,354.9450,354.9700
1787578445,354.9400,354.9600,354.8000,354.9600
1787578446,354.9000,355.0800,354.8300,355.0300
1787578447,355.0500,355.1200,355.0000,355.0700
1787578448,355.0600,355.0600,355.0300,355.0300
1787578449,355.0000,355.1500,355.0000,355.1500
1787578450,355.0600,355.0750,355.0500,355.0750
1787578451,355.0600,355.0900,355.0300,355.0900
1787578452,355.1000,355.2000,355.0600,355.1800
1787578453,355.1100,355.1900,355.1100,355.1200
1787578454,355.1600,355.2100,355.1600,355.2100
1787578455,355.1900,355.1900,355.1500,355.1500
1787578456,355.1800,355.2600,355.1800,355.2300
1787578457,355.2900,355.3450,355.2800,355.2800
1787578458,355.3000,355.4500,355.3000,355.3300
1787578459,355.3300,355.3400,355.2900,355.3400
1787578460,355.3700,355.3700,355.3700,355.3700
1787578461,355.3800,355.3900,355.3800,355.3800
1787578462,355.4100,355.4800,355.4000,355.4800
1787578463,355.4700,355.6600,355.4700,355.6600
1787578464,355.6900,355.6900,355.6000,355.6000
1787578465,355.5900,355.5900,355.5200,355.5400
1787578466,355.5400,355.5500,355.5200,355.5200
1787578467,355.6350,355.7100,355.6350,355.6900
1787578469,355.5100,355.5100,355.3400,355.3400
1787578470,355.3700,355.3800,355.3100,355.3100
1787578471,355.3000,355.4200,355.3000,355.4200
1787578472,355.3900,355.3900,355.3500,355.3500
1787578473,355.4100,355.4150,355.4100,355.4150
1787578474,355.4100,355.4600,355.4100,355.4600
1787578475,355.4450,355.4450,355.3500,355.3800
1787578476,355.4600,355.4600,355.3900,355.4100
1787578477,355.4400,355.4700,355.4400,355.4700
1787578478,355.4800,355.5000,355.3500,355.3600
1787578479,355.3600,355.3600,355.2300,355.3000
1787578480,355.2300,355.3000,355.2200,355.3000
1787578481,355.3500,355.7100,355.3500,355.6800
1787578482,355.6000,355.6000,355.6000,355.6000
1787578483,355.6000,355.6000,355.6000,355.6000
1787578484,355.6900,355.6900,355.6900,355.6900
1787578485,355.5900,355.6900,355.5600,355.6900
1787578486,355.6400,355.6600,355.5600,355.5900
1787578487,355.5200,355.5200,355.3100,355.3100
1787578488,355.3500,355.3500,355.3000,355.3000
1787578489,355.3500,355.4300,355.3450,355.4300
1787578490,355.4400,355.4500,355.3000,355.3000
1787578491,355.3500,355.3700,355.3300,355.3700
1787578492,355.3000,355.3100,355.1700,355.1700
1787578493,355.1500,355.1500,355.0000,355.0700
1787578494,355.1000,355.1800,355.1000,355.1300
1787578495,355.0900,355.0900,354.8400,354.8400
1787578496,354.8400,355.1600,354.8400,355.1600
1787578497,355.1900,355.3000,355.1900,355.2900
1787578498,355.2900,355.2900,355.2500,355.2500
1787578499,355.2400,355.3500,355.2300,355.2800
1787578500,355.2400,355.2400,355.0700,355.1400
1787578501,355.0850,355.1000,354.8800,354.8800
1787578502,354.8300,354.8800,354.8200,354.8800
1787578504,354.8200,354.9300,354.8200,354.9300
1787578505,354.8900,354.9300,354.8800,354.9300
1787578506,354.9800,355.0400,354.9400,354.9400
1787578507,354.9900,355.0100,354.8200,354.9400
1787578508,354.9600,354.9900,354.9300,354.9650
1787578509,355.0100,355.0400,354.9200,355.0100
1787578510,355.0500,355.0500,355.0000,355.0000
1787578511,355.0900,355.1200,354.8300,354.9300
1787578512,354.9300,354.9400,354.9000,354.9000
1787578513,354.9000,355.0000,354.9000,355.0000
1787578514,355.0100,355.1500,355.0100,355.1500
1787578515,355.1600,355.2300,355.1600,355.2300
1787578516,355.2200,355.3550,355.2200,355.3500
1787578517,355.3000,355.3550,355.1200,355.1200
1787578518,355.1200,355.1200,355.1200,355.1200
1787578519,355.1900,355.2200,355.1600,355.1600
1787578520,355.0900,355.2600,355.0900,355.2600
1787578521,355.2500,355.2500,355.2500,355.2500
1787578522,355.2700,355.3000,355.2000,355.3000
1787578523,355.2800,355.2800,355.2500,355.2500
1787578524,355.2600,355.2600,355.2300,355.2300
1787578525,355.2900,355.2900,355.1600,355.1600
1787578526,355.1400,355.1500,355.1400,355.1500
1787578527,355.1700,355.2800,355.1700,355.2800
1787578529,355.3600,355.3600,355.3000,355.3300
1787578530,355.3400,355.4100,355.1950,355.1950
1787578531,355.3250,355.3250,355.3250,355.3250
1787578532,355.3600,355.3600,355.2700,355.3000
1787578533,355.3700,355.3700,355.3700,355.3700
1787578534,355.2600,355.2600,355.1800,355.1800
1787578536,355.1400,355.1400,355.0900,355.0900
1787578537,355.0600,355.2500,355.0500,355.2500
1787578538,355.2500,355.2500,355.2400,355.2400
1787578539,355.2000,355.2000,355.1400,355.1600
1787578540,355.1700,355.1800,355.1700,355.1800
1787578541,355.2900,355.2900,355.1900,355.2100
1787578542,355.1250,355.2000,355.1250,355.1800
1787578543,355.2400,355.2500,355.0800,355.1500
1787578545,355.2000,355.2000,354.8500,354.8500
1787578547,354.8600,354.8800,354.5600,354.5600
1787578548,354.5800,354.7400,354.5800,354.7000
1787578549,354.6800,354.7500,354.6800,354.6900
1787578550,354.7500,355.0000,354.7500,355.0000
1787578551,355.0400,355.0400,355.0400,355.0400
1787578552,355.1100,355.1600,354.9500,354.9500
1787578553,355.0450,355.0450,354.9400,354.9400
1787578554,354.9400,355.0200,354.8900,355.0200
1787578555,355.0450,355.0450,355.0000,355.0000
1787578556,354.9100,354.9100,354.8700,354.8700
1787578557,354.8700,354.8700,354.8700,354.8700
1787578559,354.8600,354.9500,354.7000,354.7000
1787578561,354.7100,354.7900,354.6100,354.7150
1787578562,354.6800,354.6800,354.6500,354.6500
1787578563,354.6700,354.7400,354.6700,354.7200
1787578564,354.7000,354.7000,354.6000,354.6700
1787578565,354.6750,354.6750,354.6750,354.6750
1787578566,354.6750,354.6750,354.6000,354.6000
1787578567,354.5700,354.5700,354.5700,354.5700
1787578568,354.5600,354.6500,354.5400,354.5700
1787578569,354.5650,354.5700,354.5000,354.5700
1787578570,354.5800,354.6800,354.5800,354.6800
1787578571,354.7100,354.7400,354.6800,354.6800
1787578572,354.7000,354.7400,354.7000,354.7400
1787578573,354.7500,354.7500,354.6900,354.6900
1787578574,354.6600,354.6600,354.4900,354.4900
1787578575,354.5700,354.6200,354.5100,354.5100
1787578576,354.5700,354.5800,354.5100,354.5700
1787578577,354.5500,354.5500,354.4400,354.4400
1787578578,354.4500,354.4500,354.4200,354.4200
1787578579,354.4000,354.4000,354.3500,354.3700
1787578580,354.3600,354.3700,354.2600,354.2600
1787578581,354.2600,354.2600,354.2000,354.2000
1787578582,354.2600,354.4200,354.2000,354.4200
1787578583,354.4600,354.5200,354.3600,354.4100
1787578584,354.3500,354.3500,354.3500,354.3500
1787578585,354.3500,354.4100,354.3500,354.4100
1787578586,354.4100,354.4100,354.3600,354.3600
1787578587,354.3600,354.3700,354.3500,354.3500
1787578588,354.4000,354.4800,354.3300,354.4800
1787578589,354.4300,354.4300,354.3600,354.3600
1787578590,354.3300,354.4100,354.3300,354.4100
1787578591,354.3400,354.3600,354.2400,354.3600
1787578592,354.3800,354.4000,354.3400,354.3400
1787578593,354.4000,354.4800,354.2800,354.2800
1787578594,354.3300,354.3450,354.3300,354.3450
1787578595,354.3500,354.5000,354.3500,354.5000
