ts,o,h,l,c
1787059800,481.4800,481.9200,481.2700,481.7000
1787059801,481.6800,482.3300,481.2700,482.1150
1787059802,481.7800,482.0000,481.3800,481.9600
1787059803,481.9000,482.7700,481.9000,482.4500
1787059804,482.1700,482.2000,481.6900,481.8000
1787059805,481.5500,481.5900,481.0600,481.3600
1787059806,481.3900,481.4400,481.0100,481.2300
1787059807,481.4400,481.7000,481.4400,481.7000
1787059808,481.6500,481.6500,481.2400,481.2400
1787059809,481.2300,481.2300,481.2300,481.2300
1787059810,481.2300,481.3200,481.0500,481.0500
1787059811,481.0400,481.1400,480.7100,480.9600
1787059812,480.7600,481.3100,480.4000,481.2700
1787059813,481.1200,481.1800,480.9200,480.9200
1787059814,480.9100,481.2100,480.8500,481.0500
1787059815,481.0500,481.5300,481.0500,481.1800
1787059816,481.1700,481.3500,481.1700,481.3500
1787059817,481.2500,481.2500,480.7900,480.7900
1787059818,480.7300,480.7300,480.6300,480.6300
1787059819,480.6200,480.6650,480.3900,480.5200
1787059820,480.6300,480.6300,480.6300,480.6300
1787059821,480.8100,480.8200,480.4700,480.4700
1787059822,480.6500,480.9800,480.6500,480.9800
1787059823,480.9900,481.1600,480.8500,481.1350
1787059824,481.1600,481.1600,481.1500,481.1500
1787059825,481.1400,481.2600,481.1400,481.2100
1787059826,481.2200,481.3500,481.1000,481.1000
1787059827,481.3000,481.3400,481.0300,481.2400
1787059828,481.2900,481.5200,481.2900,481.3400
1787059829,481.5000,481.6300,481.5000,481.6300
1787059830,481.5200,481.5600,481.2950,481.4400
1787059831,481.3000,481.3050,481.1000,481.1000
1787059832,481.0900,481.1400,481.0300,481.1400
1787059833,481.2400,481.2400,481.0200,481.0600
1787059834,481.0000,481.2000,481.0000,481.0700
1787059835,481.0700,481.0700,480.8600,480.9300
1787059836,480.8800,480.8800,480.8100,480.8100
1787059837,480.8200,480.8200,480.8200,480.8200
1787059838,480.8450,481.0400,480.8450,480.9200
1787059839,480.9300,481.0500,480.8200,481.0500
1787059840,481.0000,481.0500,480.8600,480.8600
1787059841,480.9800,481.2200,480.8900,481.1000
1787059842,481.0400,481.0400,480.7100,480.7100
1787059843,480.7150,480.8900,480.6200,480.8900
1787059844,480.9300,480.9300,480.9300,480.9300
1787059847,480.9850,481.1300,480.7500,481.1300
1787059848,481.0100,481.0100,481.0100,481.0100
1787059849,481.0150,481.0150,480.8400,480.8450
1787059851,480.9100,480.9100,480.8600,480.8600
1787059852,480.9400,480.9400,480.7400,480.7600
1787059853,480.7400,480.7400,480.7400,480.7400
1787059854,480.8400,481.0000,480.7500,480.8400
1787059855,480.8400,480.8400,480.8100,480.8100
1787059856,480.8600,480.9400,480.8000,480.9400
1787059857,480.9200,480.9200,480.9050,480.9050
1787059858,480.9400,481.1200,480.9400,480.9700
1787059859,480.9700,481.0800,480.8400,481.0800
1787059860,481.0000,481.0800,481.0000,481.0800
1787059861,481.0000,481.1200,480.9100,480.9100
1787059862,480.8800,481.1600,480.8700,481.1000
1787059863,481.1400,481.6300,481.1400,481.5200
1787059864,481.5000,481.5000,480.9200,480.9200
1787059866,481.0000,481.3600,480.9300,481.3300
1787059867,481.1650,481.1650,480.8500,481.0700
1787059868,480.9850,481.0900,480.8000,480.9400
1787059869,481.1700,481.2300,481.1400,481.1900
1787059870,481.2700,481.2800,480.9600,481.1400
1787059871,481.0200,481.1400,481.0200,481.1400
1787059872,481.0600,481.0600,481.0600,481.0600
1787059873,481.1100,481.2000,481.1100,481.2000
1787059874,481.1350,481.1350,480.9650,481.1000
1787059876,481.0750,481.0750,481.0750,481.0750
1787059877,481.0900,481.1400,480.9700,481.0000
1787059878,481.0650,481.0650,480.7600,480.7700
1787059879,480.7800,480.9200,480.7800,480.9200
1787059880,480.9700,480.9800,480.5000,480.5650
1787059881,480.5700,480.5700,480.5000,480.5000
1787059882,480.5800,480.7000,480.5800,480.7000
1787059883,480.7500,480.7900,480.7500,480.7900
1787059884,480.7900,480.7900,480.7900,480.7900
1787059885,480.8400,480.8500,480.7600,480.7600
1787059887,480.9500,481.0300,480.8750,481.0300
1787059888,480.9000,480.9100,480.8800,480.9100
1787059889,481.0200,481.0200,481.0200,481.0200
1787059890,481.0200,481.0250,480.9100,481.0000
1787059891,480.8900,480.8900,480.8900,480.8900
1787059892,480.8900,480.8900,480.7400,480.7700
1787059893,480.9700,480.9700,480.9650,480.9650
1787059895,480.9100,480.9100,480.7000,480.7000
1787059896,480.6500,480.6500,480.5000,480.5800
1787059898,480.6800,480.6800,480.6800,480.6800
1787059899,480.5600,480.5600,480.4800,480.4800
1787059900,480.4000,480.4000,479.8000,480.0000
1787059901,480.0800,480.1600,480.0500,480.1200
1787059902,479.9700,479.9700,479.7900,479.8750
