ts,o,h,l,c
1787146200,342.5400,342.6200,342.1900,342.2400
1787146201,342.3700,342.9500,342.1900,342.8950
1787146202,342.7900,342.7900,342.2000,342.6800
1787146203,342.6000,342.7800,342.5100,342.5400
1787146204,342.5000,342.8900,342.5000,342.8400
1787146205,342.6300,342.8300,342.6200,342.8300
1787146207,342.8500,342.8900,342.8500,342.8900
1787146208,342.9500,343.4100,342.8200,343.4100
1787146209,343.3900,343.3900,343.3400,343.3400
1787146210,343.3000,343.3800,343.3000,343.3800
1787146211,343.3200,343.3200,343.2900,343.2900
1787146212,343.2700,343.5000,343.2700,343.3000
1787146213,343.2800,343.2800,343.2500,343.2500
1787146214,343.3000,343.4600,343.3000,343.4600
1787146215,343.3300,343.3500,343.2400,343.2400
1787146216,343.2400,343.3300,342.9700,342.9700
1787146217,342.9700,342.9700,342.7800,342.7800
1787146218,342.7600,342.7600,342.7600,342.7600
1787146219,342.7600,342.7600,342.7600,342.7600
1787146220,342.7600,342.7600,342.5400,342.6400
1787146221,342.6300,342.6300,342.6300,342.6300
1787146222,342.4900,342.4900,342.4100,342.4500
1787146223,342.5000,342.6400,342.3300,342.6400
1787146224,342.5250,342.5800,342.3700,342.3700
1787146225,342.4300,342.5300,342.4300,342.5300
1787146226,342.4100,342.4100,342.3300,342.3300
1787146227,342.3700,342.3700,342.3700,342.3700
1787146229,342.5600,342.7300,342.5600,342.6300
1787146232,342.6900,342.6900,342.6900,342.6900
1787146234,342.7500,343.0200,342.7500,342.8800
1787146235,342.8500,342.8800,342.8500,342.8800
1787146236,342.8750,342.8800,342.8750,342.8800
1787146237,342.8700,342.8700,342.8700,342.8700
1787146238,342.7500,342.8000,342.6800,342.8000
1787146239,342.8200,342.8200,342.8200,342.8200
1787146242,342.8300,342.9100,342.7800,342.7800
1787146245,342.8500,342.9600,342.8500,342.9600
1787146248,342.7900,342.8300,342.7500,342.8300
1787146249,342.8600,342.9100,342.8600,342.9100
1787146251,342.9300,343.0400,342.9300,343.0400
1787146252,343.2200,343.2200,343.2200,343.2200
1787146257,343.1350,343.3100,343.1350,343.3100
1787146258,343.3100,343.3100,343.3100,343.3100
1787146259,343.4700,343.4700,343.4700,343.4700
1787146260,343.2900,343.2900,343.1300,343.2450
1787146263,343.2400,343.6200,343.2400,343.5700
1787146264,343.6100,343.6100,343.6100,343.6100
1787146265,343.6100,343.6100,343.6100,343.6100
1787146266,343.6600,343.7200,343.6600,343.7200
1787146267,343.6600,343.9000,343.6500,343.6500
1787146268,343.7400,343.7700,343.7300,343.7500
1787146269,343.5700,343.6000,343.5700,343.6000
1787146270,343.5700,343.6300,343.5300,343.6300
1787146272,343.5750,343.5900,343.5750,343.5900
1787146273,343.5750,343.5750,343.5750,343.5750
1787146277,343.5700,343.6700,343.5700,343.6700
1787146278,343.6700,343.6700,343.3500,343.3500
1787146279,343.3400,343.3700,343.1500,343.1500
1787146280,343.1300,343.1300,343.0700,343.0900
1787146281,343.1700,343.4700,343.1700,343.4700
