ts,o,h,l,c
1787232600,317.5000,317.6900,317.3200,317.6500
1787232601,317.6100,317.7900,317.6000,317.6800
1787232602,317.6800,317.7600,317.5400,317.5800
1787232603,317.5300,317.5800,317.2400,317.2700
1787232604,317.2900,317.2900,317.0500,317.2300
1787232605,317.2100,317.3100,317.2100,317.2200
1787232606,317.2900,317.3300,316.8500,317.0200
1787232607,316.8800,316.8800,316.6500,316.6500
1787232608,316.7700,316.9100,316.7700,316.8900
1787232609,316.9600,316.9600,316.9600,316.9600
1787232610,316.9600,317.0800,316.9500,317.0800
1787232611,317.2300,317.3300,317.1400,317.3300
1787232612,317.2950,317.2950,317.1800,317.1800
1787232613,317.1800,317.1800,317.1800,317.1800
1787232614,317.2450,317.2450,317.2450,317.2450
1787232615,317.2500,317.4000,317.1800,317.4000
1787232616,317.4000,317.5300,317.4000,317.5300
1787232617,317.5500,317.8300,317.5500,317.7800
1787232618,317.8100,317.8900,317.7900,317.8900
1787232619,317.8750,317.8750,317.8750,317.8750
1787232620,317.8800,318.0700,317.8800,318.0700
1787232621,318.1000,318.1400,318.0400,318.0400
1787232622,318.0400,318.1400,318.0400,318.0800
1787232623,318.1500,318.3200,318.1500,318.3100
1787232624,318.3100,318.3500,318.3100,318.3500
1787232625,318.3900,318.4500,318.3400,318.3400
1787232626,318.4200,318.4500,318.3800,318.4300
1787232627,318.4500,318.6200,318.4500,318.6100
1787232628,318.5800,318.6050,318.5600,318.6050
1787232629,318.6050,318.6600,318.5800,318.6100
1787232630,318.6300,318.7300,318.6300,318.7300
1787232631,318.6500,318.6600,318.6400,318.6600
1787232632,318.7200,318.7800,318.6400,318.6400
1787232633,318.5500,318.6500,318.5500,318.6500
1787232634,318.6600,318.6600,318.6000,318.6100
1787232635,318.6600,318.8200,318.6000,318.6700
1787232636,318.6600,318.7800,318.6600,318.7800
1787232637,318.7800,318.9000,318.7600,318.9000
1787232638,318.8900,318.8900,318.7900,318.8600
1787232639,318.8600,318.8700,318.8600,318.8700
1787232640,318.8700,318.9200,318.8700,318.9200
1787232641,318.9400,318.9500,318.8500,318.8600
1787232642,318.9200,318.9200,318.9200,318.9200
1787232643,318.8900,318.9500,318.8900,318.9500
1787232644,318.9000,318.9500,318.8400,318.9000
1787232645,318.8700,318.9900,318.8700,318.9900
1787232646,318.9700,318.9900,318.9500,318.9500
1787232647,318.9100,318.9100,318.8500,318.8500
1787232648,318.9500,319.0500,318.9500,318.9700
1787232649,318.9700,318.9700,318.9700,318.9700
1787232650,318.8600,318.8600,318.8500,318.8500
1787232651,318.9600,318.9600,318.9600,318.9600
1787232652,318.8950,318.9400,318.7900,318.8200
1787232653,318.8100,318.8900,318.8100,318.8900
1787232654,318.9500,319.0200,318.9500,318.9500
1787232655,318.9350,318.9350,318.9350,318.9350
1787232656,318.9500,319.0400,318.9500,319.0400
1787232657,319.0000,319.1000,318.9600,319.0650
1787232658,319.1000,319.1500,319.0800,319.1500
1787232659,319.1300,319.1500,319.1300,319.1500
1787232660,319.1500,319.3700,319.1300,319.3100
1787232661,319.3800,319.5700,319.3500,319.5500
1787232662,319.5800,319.6700,319.5800,319.6700
1787232663,319.6250,319.6250,319.6250,319.6250
1787232664,319.6800,319.7400,319.5200,319.7100
1787232665,319.7500,319.7800,319.6700,319.7000
1787232666,319.6300,319.7500,319.4600,319.4900
1787232667,319.4900,319.4900,318.7100,318.9000
1787232668,318.9600,319.0300,318.9600,319.0300
1787232669,318.9900,319.0700,318.9900,319.0000
1787232670,319.0700,319.0700,319.0700,319.0700
1787232671,319.0050,319.0900,319.0050,319.0400
1787232672,319.0600,319.0600,318.9700,318.9700
1787232673,319.1100,319.2500,319.1000,319.2500
1787232674,319.2700,319.4200,319.2700,319.4200
1787232676,319.4000,319.4900,319.4000,319.4900
1787232677,319.5300,319.5300,319.5300,319.5300
1787232678,319.4700,319.4700,319.1500,319.2200
1787232679,319.2400,319.2400,319.2100,319.2100
1787232680,319.2000,319.3600,319.1800,319.3600
1787232681,319.4100,319.5900,319.3950,319.4600
1787232683,319.3600,319.3600,319.1000,319.1500
1787232685,319.1000,319.2100,318.9500,319.0200
1787232686,319.0900,319.1800,319.0900,319.1700
1787232687,319.1700,319.3400,319.1700,319.3300
