ts,o,h,l,c
1787319000,480.0800,480.3800,479.8800,480.2300
1787319001,480.3100,481.1000,480.2100,480.5900
1787319002,480.5900,480.8800,480.0800,480.4000
1787319003,480.1900,481.1500,480.1600,480.5200
1787319005,480.6500,480.6500,480.6500,480.6500
1787319006,480.4600,480.8200,480.4600,480.8200
1787319007,480.9200,480.9400,480.3800,480.3800
1787319008,480.2300,480.2300,479.6800,480.0000
1787319010,480.0500,480.1100,480.0500,480.1100
1787319011,480.0300,480.0300,480.0300,480.0300
1787319014,480.2700,480.2700,480.1900,480.1900
1787319016,479.9400,479.9400,479.9400,479.9400
1787319018,480.0500,480.2450,480.0500,480.2450
1787319019,479.9000,479.9000,479.9000,479.9000
1787319021,480.0000,480.1000,480.0000,480.1000
1787319022,480.1600,480.2200,480.1600,480.2200
1787319024,480.1900,480.3600,480.1900,480.3600
1787319025,480.4900,480.5700,480.4900,480.5700
1787319026,480.5200,480.5200,480.5200,480.5200
1787319027,480.5500,480.5500,480.2100,480.2100
1787319028,480.0450,480.0450,480.0450,480.0450
1787319029,480.0450,480.0450,480.0450,480.0450
1787319030,480.0900,480.1800,480.0900,480.1800
1787319031,480.2200,480.4900,480.2200,480.4900
1787319032,480.4900,480.4900,480.4900,480.4900
1787319034,480.5000,480.5500,480.4200,480.4300
1787319035,480.4900,480.4900,480.4000,480.4150
1787319036,480.2800,480.2800,480.2800,480.2800
1787319038,480.2150,480.3100,480.0000,480.0000
1787319039,479.8800,479.8800,479.8000,479.8400
1787319040,479.7500,480.3800,479.6800,480.1200
1787319041,480.1300,480.1350,480.0800,480.0800
1787319042,480.0800,480.3400,480.0700,480.3400
1787319043,480.2750,480.2750,480.2750,480.2750
1787319044,480.2800,480.4300,480.1000,480.2100
1787319045,480.0600,480.0600,480.0600,480.0600
1787319046,480.1300,480.1300,480.1300,480.1300
1787319047,480.1350,480.1350,480.1350,480.1350
1787319048,480.0500,480.0500,479.6900,479.6900
1787319049,479.8400,479.8900,479.8400,479.8900
1787319050,479.9650,479.9650,479.8200,479.9500
1787319054,479.9800,479.9800,479.9800,479.9800
1787319055,479.8200,479.8200,479.8200,479.8200
1787319056,479.8200,479.8200,479.7900,479.7900
1787319057,479.8200,479.9500,479.8200,479.9500
1787319059,479.8550,479.8550,479.8550,479.8550
1787319060,479.7100,479.7200,479.4800,479.6200
1787319061,479.5500,479.5500,479.3000,479.3000
1787319062,479.2400,479.6100,479.1800,479.5300
1787319063,479.3700,479.3700,479.3500,479.3500
1787319064,479.2700,479.3100,479.2700,479.3100
1787319066,479.1800,479.3000,479.1200,479.2300
1787319067,479.1900,479.1900,479.1100,479.1200
1787319068,479.1900,479.1900,478.8500,478.8800
1787319069,478.8000,478.8700,478.8000,478.8700
1787319070,478.8800,478.9600,478.8300,478.8300
1787319071,478.7900,478.7900,478.5800,478.6100
1787319072,478.6200,479.0000,478.5600,479.0000
1787319073,479.2500,479.5050,479.2100,479.5050
1787319076,479.4500,479.4500,479.4200,479.4200
1787319081,479.3400,479.3400,479.2600,479.2600
1787319082,479.3000,479.3000,479.3000,479.3000
1787319085,479.2800,479.4000,479.2800,479.4000
1787319087,479.6400,479.7100,479.6400,479.7100
1787319088,480.0000,480.0000,480.0000,480.0000
1787319089,480.1400,480.1400,480.1400,480.1400
1787319091,480.0600,480.2700,480.0600,480.2700
1787319092,480.3550,480.4900,480.3550,480.4900
1787319093,480.4900,480.5000,480.4500,480.4500
1787319095,480.5700,480.5700,480.5700,480.5700
1787319096,480.6800,481.8400,480.6800,481.6200
1787319097,481.6900,481.6900,481.1600,481.3200
1787319098,481.1200,481.1200,481.0000,481.0000
1787319102,481.0000,481.0100,480.6800,480.7900
1787319104,480.7100,480.7100,480.7100,480.7100
1787319105,480.5800,480.5800,480.5700,480.5700
1787319107,480.3800,480.3800,480.2600,480.3600
1787319108,480.3250,480.3350,480.3250,480.3350
1787319110,480.3350,480.3350,480.3350,480.3350
1787319111,480.1300,480.1900,479.9700,480.1300
1787319112,480.1000,480.1600,480.0900,480.0900
1787319114,480.1200,480.1200,480.1200,480.1200
1787319115,480.0500,480.0500,480.0500,480.0500
1787319116,480.1500,480.2600,480.1000,480.2600
1787319117,480.3500,480.3500,480.3500,480.3500
1787319119,480.1900,480.1900,480.1500,480.1500
1787319121,480.1100,480.1100,479.9100,479.9100
1787319123,479.8200,479.8200,479.8200,479.8200
1787319124,480.0800,480.0800,480.0200,480.0200
1787319126,480.1100,480.1100,480.1100,480.1100
1787319128,480.2500,480.3850,480.2500,480.3850
