ts,o,h,l,c
1785850200,211.4400,211.7900,211.4400,211.7400
1785850201,211.7300,212.0000,211.7200,211.8300
1785850202,211.8400,211.8500,211.5100,211.7800
1785850203,211.7900,212.1000,211.6600,211.6600
1785850204,211.6700,211.6950,211.2100,211.6150
1785850205,211.6200,211.9600,211.6200,211.8400
1785850206,211.8700,211.8700,211.6750,211.8050
1785850207,211.8400,211.9150,211.6950,211.6950
1785850208,211.6900,211.6900,211.4400,211.4900
1785850209,211.4900,211.5700,211.4600,211.5000
1785850210,211.5000,211.5700,211.3100,211.3100
1785850211,211.2400,211.2700,211.1800,211.2000
1785850212,211.2200,211.3150,211.2100,211.2900
1785850213,211.2800,211.3600,211.2800,211.3600
1785850214,211.3900,211.4750,211.3900,211.4400
1785850215,211.4400,211.4400,211.2600,211.3700
1785850216,211.3800,211.3800,211.2900,211.3050
1785850217,211.2900,211.4200,211.2800,211.3100
1785850218,211.3550,211.4300,211.3300,211.3550
1785850219,211.3600,211.4300,211.3250,211.3250
1785850220,211.3250,211.4300,211.3100,211.3900
1785850221,211.4200,211.4850,211.4000,211.4300
1785850222,211.4300,211.4400,211.3600,211.4300
1785850223,211.4400,211.4400,211.3000,211.3450
1785850224,211.3800,211.4100,211.2800,211.3250
1785850225,211.3500,211.3800,211.2800,211.2800
1785850226,211.3100,211.3600,211.3050,211.3400
1785850227,211.3500,211.4000,211.3100,211.3600
1785850228,211.3700,211.4000,211.3650,211.3650
1785850229,211.3650,211.4000,211.3000,211.3600
1785850230,211.3700,211.4100,211.3600,211.3750
1785850231,211.4000,211.4200,211.3800,211.4200
1785850232,211.3900,211.4300,211.2000,211.2250
1785850233,211.2300,211.2350,211.1650,211.2150
1785850234,211.2500,211.2500,210.9250,210.9500
1785850235,210.9700,211.0800,210.9700,211.0400
1785850236,211.0600,211.1300,211.0550,211.0800
1785850237,211.0900,211.1100,210.8800,210.9750
1785850238,211.0000,211.0900,210.9600,210.9700
1785850239,210.9800,211.0700,210.9700,211.0200
1785850240,211.0500,211.0600,210.9200,210.9600
1785850241,210.9650,210.9750,210.9300,210.9600
1785850242,210.9550,210.9800,210.8200,210.8200
1785850243,210.8500,210.9100,210.7750,210.8000
1785850244,210.8400,210.8800,210.6800,210.7700
1785850245,210.7700,210.8000,210.7400,210.7400
1785850246,210.7800,210.8100,210.6650,210.7100
1785850247,210.7200,210.7200,210.4700,210.5500
1785850248,210.5300,210.5500,210.4300,210.4600
1785850249,210.5000,210.5700,210.4700,210.4900
1785850250,210.5300,210.5800,210.4900,210.5300
1785850251,210.5150,210.5300,210.3500,210.4300
1785850252,210.4400,210.5800,210.4400,210.5800
1785850253,210.6000,210.6200,210.5400,210.6200
1785850254,210.6200,210.6300,210.5800,210.6200
1785850255,210.6300,210.7200,210.6300,210.7100
1785850256,210.6950,210.8000,210.6100,210.7950
1785850257,210.7950,210.8100,210.7100,210.7100
1785850258,210.7100,210.7200,210.6700,210.6800
1785850259,210.6800,210.7100,210.6800,210.6900
1785850260,210.6900,210.7100,210.6500,210.7000
1785850261,210.6900,210.9300,210.6900,210.8600
1785850262,210.8800,210.9400,210.8700,210.9000
1785850263,210.9100,210.9100,210.7900,210.8700
1785850264,210.8750,210.8750,210.8200,210.8400
1785850265,210.8450,210.8450,210.7350,210.7450
1785850266,210.7400,210.8000,210.7000,210.7700
1785850267,210.7650,211.0350,210.7650,210.9400
1785850268,210.9300,211.0100,210.8800,210.9300
1785850269,210.9350,210.9800,210.9150,210.9350
1785850270,210.9500,211.0100,210.9300,211.0000
1785850271,211.0050,211.0500,210.9600,211.0500
1785850272,211.0500,211.0600,211.0000,211.0300
1785850273,211.0100,211.2600,211.0050,211.2600
1785850274,211.2450,211.2500,211.1700,211.2400
