ts,o,h,l,c
1788874200,488.7400,488.7700,488.2900,488.2900
1788874201,488.1000,489.8000,488.1000,489.3100
1788874202,489.8000,490.7600,489.6800,490.2800
1788874203,490.0800,490.9900,489.4000,489.4000
1788874204,489.9400,490.5600,489.7000,490.5600
1788874205,490.2700,490.6700,489.7000,489.9900
1788874206,489.7000,490.7400,489.7000,490.7000
1788874207,490.1600,490.4300,489.9000,489.9000
1788874208,490.0500,490.6000,490.0500,490.6000
1788874209,490.9000,491.4500,490.9000,491.3900
1788874210,491.3600,491.4600,490.9100,491.2200
1788874211,491.2900,491.3500,491.1700,491.1700
1788874212,491.3400,491.9400,491.3400,491.9400
1788874213,491.9500,492.7000,491.9500,492.3900
1788874214,492.3800,492.4300,491.9600,492.0500
1788874215,492.2200,492.3000,492.1100,492.1100
1788874216,492.0200,492.0200,491.6000,491.8900
1788874217,491.7250,492.3600,491.7250,492.3600
1788874219,492.6200,493.0000,492.4800,492.8700
1788874220,492.6750,492.9200,492.4300,492.9200
1788874221,492.8800,493.0000,492.8800,493.0000
1788874222,492.9350,492.9350,492.3600,492.3600
1788874223,492.5400,492.7600,492.5400,492.7600
1788874224,492.8600,493.0100,492.7800,492.9900
1788874225,492.7600,493.2000,492.6600,493.2000
1788874226,493.2000,493.8100,493.1400,493.6200
1788874227,493.5800,493.5800,493.3600,493.3800
1788874228,493.5800,493.6600,493.4400,493.6100
1788874229,493.6600,493.6600,493.6600,493.6600
1788874230,493.5300,493.6600,493.2000,493.3400
1788874231,493.4400,493.7300,493.0900,493.3700
1788874232,493.4200,493.6300,493.3700,493.4950
1788874233,493.2900,493.2900,492.6700,492.7400
1788874234,492.5400,492.5400,491.8500,492.1000
1788874235,492.3600,492.3600,491.9700,491.9700
1788874236,492.3900,492.4650,492.3900,492.4650
1788874237,492.6800,492.6800,492.6300,492.6300
1788874238,492.6800,493.1500,492.6800,493.0500
1788874242,493.0000,493.1100,492.8800,493.1100
1788874243,492.9800,492.9800,492.7600,492.7600
1788874244,493.0000,493.0000,492.6400,492.6400
1788874245,492.5000,492.5000,492.1500,492.2500
1788874246,492.1400,492.1400,491.8000,491.9000
1788874248,492.0000,492.0000,492.0000,492.0000
1788874249,492.3200,492.4300,492.3200,492.4300
1788874251,492.6400,492.7300,492.5500,492.7300
1788874252,492.6900,492.6900,492.6900,492.6900
1788874253,492.7300,492.8600,492.7300,492.8600
1788874254,492.7900,492.7900,492.0000,492.0000
1788874255,492.0000,492.0300,491.9400,492.0300
1788874256,492.1100,492.3100,491.9700,491.9700
1788874257,491.8300,492.1950,491.8300,492.1950
1788874258,492.3300,492.4350,492.3200,492.3200
1788874259,492.5000,492.5000,492.3000,492.3000
1788874260,492.3900,492.4150,491.8400,492.2800
1788874261,492.0200,492.8000,492.0200,492.8000
1788874262,492.7700,492.7700,492.0000,492.3050
1788874263,491.8200,491.8200,491.8000,491.8000
1788874264,491.8000,491.8800,491.7800,491.8300
1788874265,491.8300,491.8300,491.6100,491.7800
1788874266,491.8400,492.1400,491.8400,492.0400
1788874267,491.9900,492.0000,491.0000,491.0000
1788874268,490.8700,491.1700,490.8700,491.0100
1788874269,491.2000,491.2700,490.8000,490.8000
1788874270,491.1500,491.1800,491.0550,491.0550
1788874271,491.3800,491.3800,491.3800,491.3800
1788874272,491.1650,491.2100,491.1650,491.2100
1788874273,491.1900,491.4100,491.0100,491.1900
1788874274,491.1900,491.1900,489.9300,490.3400
1788874275,490.3200,490.3200,490.3200,490.3200
1788874276,490.4600,490.4600,490.4600,490.4600
1788874277,490.4800,491.6400,490.4800,491.4800
1788874278,491.4600,491.4700,490.8600,490.9150
1788874279,490.8700,490.9000,490.5900,490.9000
1788874280,491.2200,491.6500,491.0600,491.5400
1788874281,491.8300,491.8600,491.8300,491.8600
1788874282,491.8600,492.2500,491.8600,491.9600
1788874283,491.5500,491.9800,491.5500,491.9800
1788874284,492.0600,492.0600,491.6200,491.6200
1788874285,491.5300,491.5300,490.4450,490.4450
1788874286,490.8000,490.8300,490.3000,490.8300
1788874287,490.7250,490.8700,490.3800,490.8700
1788874288,490.8800,491.1900,490.8800,491.1900
1788874289,491.1900,491.1900,491.1200,491.1900
1788874290,491.1900,491.8200,490.9000,491.1200
1788874291,490.9000,493.2400,490.9000,492.8800
1788874292,492.9200,492.9200,492.9200,492.9200
1788874293,492.6100,492.7000,491.8100,491.8100
1788874294,491.9600,491.9600,491.6800,491.6800
1788874295,491.9600,491.9900,491.7400,491.9000
1788874296,491.7550,491.7550,491.5000,491.5000
1788874298,491.6900,492.0000,491.4900,491.4900
1788874299,491.6600,491.9300,491.6600,491.9300
1788874300,491.6700,491.6700,491.4700,491.5300
1788874302,491.8500,492.0000,491.8350,491.8400
1788874303,491.6900,491.7600,491.6900,491.7600
1788874304,492.0000,492.0000,491.7000,491.7000
1788874305,491.9700,492.0000,491.7200,491.7600
1788874306,491.8400,491.8400,491.1000,491.1000
1788874307,491.2200,491.2200,491.1850,491.1850
1788874308,491.1500,491.3700,491.0000,491.2100
1788874309,491.0600,491.0600,490.9900,491.0000
1788874310,490.9900,490.9900,490.6200,490.6200
1788874311,490.6900,490.7000,490.6900,490.7000
1788874312,490.8600,490.8800,490.8600,490.8800
1788874313,490.7700,490.7700,490.7600,490.7700
1788874314,490.7600,490.7600,490.5000,490.5000
1788874315,490.5600,490.9900,490.5600,490.6700
1788874316,490.7850,490.7850,490.5000,490.6200
1788874317,490.3400,490.9500,490.3400,490.9500
1788874318,490.9700,491.0000,490.9700,491.0000
1788874319,490.8200,490.8200,490.8100,490.8100
1788874320,490.6550,490.8200,490.6550,490.8200
1788874321,490.7800,491.2900,490.7800,491.2900
1788874322,491.1100,491.2100,491.0100,491.1500
1788874323,491.1000,491.1700,491.1000,491.1700
1788874324,491.1700,491.3800,490.9500,491.0000
1788874325,491.3000,491.3600,491.2800,491.3600
1788874326,491.3400,491.8100,491.3400,491.7300
1788874327,491.5950,491.8000,491.5950,491.8000
1788874328,491.4400,491.6300,491.4400,491.6300
1788874329,491.7700,491.7700,491.7700,491.7700
1788874330,491.6350,491.6350,491.6350,491.6350
1788874331,491.7400,491.7400,491.6300,491.6300
1788874332,491.6300,491.6300,490.6300,490.6900
1788874334,490.9900,490.9900,490.9900,490.9900
1788874335,490.9800,490.9800,490.7100,490.7100
1788874336,490.5600,490.8000,490.5500,490.5500
1788874337,490.5400,490.7800,490.3400,490.4800
1788874338,490.3800,490.4900,490.2800,490.4600
1788874339,490.4700,490.6600,490.4650,490.6600
1788874340,490.2500,490.4300,490.2500,490.4300
1788874341,490.4100,490.4700,490.4100,490.4700
1788874342,490.3100,490.5000,490.1200,490.4200
1788874343,490.4200,490.6500,490.4200,490.6500
1788874344,490.6500,490.8200,490.6500,490.8200
1788874345,490.8250,490.8250,490.8250,490.8250
1788874346,490.8600,490.8900,490.8200,490.8800
1788874347,490.7750,490.7750,490.4700,490.5600
1788874348,490.8700,491.0500,490.8700,491.0500
1788874349,490.9800,491.5000,490.9800,491.4400
1788874350,491.6000,492.7000,491.6000,492.5350
1788874351,492.6300,492.8400,492.5400,492.8200
1788874352,492.6700,492.7400,492.6700,492.7400
1788874353,492.4800,492.8700,492.4100,492.6600
1788874354,492.8500,492.8800,492.8500,492.8800
1788874355,492.8800,493.0000,492.6600,492.7400
1788874356,492.8500,492.8800,492.8400,492.8400
1788874357,492.9900,493.0000,492.6900,493.0000
1788874358,492.8600,492.8600,492.6100,492.7900
1788874359,493.0000,493.0000,492.8600,492.8700
1788874360,492.8900,492.9700,492.5500,492.5500
1788874361,492.5500,492.9000,492.5500,492.9000
1788874362,492.4900,492.4900,492.3000,492.4600
1788874363,492.1800,492.1800,492.1150,492.1200
1788874364,492.5600,492.5600,492.5600,492.5600
1788874365,492.4500,492.4500,492.3750,492.3750
1788874366,492.2900,492.2900,492.2900,492.2900
1788874367,492.6900,492.8100,492.6900,492.7700
1788874368,492.5800,492.7100,492.5150,492.6300
1788874369,492.1500,492.1600,492.0000,492.0400
1788874370,491.9100,491.9100,491.9100,491.9100
1788874371,491.8500,491.8500,491.8500,491.8500
1788874372,491.6400,491.8400,491.6400,491.8400
1788874374,491.8400,491.8400,491.8400,491.8400
1788874375,492.0100,492.5000,492.0100,492.5000
1788874376,492.4100,492.4100,492.4100,492.4100
1788874378,492.1200,492.2800,492.0200,492.0200
1788874379,492.1200,492.1200,491.7900,491.9100
1788874380,492.1600,492.1900,492.1000,492.1900
1788874381,492.0600,492.0600,491.8400,491.9100
1788874382,491.9700,492.0800,491.9100,492.0000
1788874383,491.9800,492.0000,491.9100,491.9100
1788874384,492.0500,492.3700,492.0500,492.1200
1788874385,492.0000,492.0000,491.0000,491.2400
1788874386,491.2700,491.2700,490.9500,490.9500
1788874387,491.1100,491.3100,490.8600,491.3100
1788874388,491.4500,491.5100,491.4500,491.5100
1788874389,491.5100,491.6100,491.4400,491.4400
1788874390,491.5600,491.5600,491.5600,491.5600
1788874391,491.2600,491.8600,491.2450,491.8600
1788874392,491.9000,492.2300,491.9000,492.2300
1788874393,492.1500,492.3500,492.1500,492.3500
1788874394,492.3600,492.3600,492.3600,492.3600
1788874395,492.1100,492.1100,491.7400,491.7400
1788874396,491.7600,491.7600,491.7300,491.7300
1788874397,491.9400,492.0000,491.9400,492.0000
