ts,o,h,l,c
1787146200,310.1600,310.5100,310.1500,310.4100
1787146201,310.4500,310.8000,310.2300,310.5100
1787146202,310.4400,310.7200,310.3400,310.3400
1787146203,310.3500,310.5500,310.0200,310.0900
1787146204,310.1650,310.2500,309.8600,310.0300
1787146205,310.0500,310.0500,309.5900,309.7400
1787146206,309.7350,309.8000,309.6800,309.6800
1787146207,309.7900,309.9600,309.7900,309.9600
1787146208,310.0000,310.7700,310.0000,310.7700
1787146209,310.7700,310.7700,310.5500,310.6000
1787146210,310.7500,310.8300,310.7000,310.8300
1787146211,310.7900,310.8200,310.7100,310.7400
1787146212,310.7500,310.9500,310.7500,310.8850
1787146214,310.8550,311.0100,310.8550,310.9200
1787146215,310.9250,311.0300,310.9250,310.9400
1787146216,310.8500,310.8500,310.6700,310.7000
1787146217,310.6900,310.8400,310.6900,310.7700
1787146218,310.7200,310.7200,310.5100,310.5250
1787146219,310.4800,310.5200,310.3100,310.5200
1787146220,310.5100,310.5100,310.4300,310.5100
1787146221,310.4700,310.5200,310.4100,310.4100
1787146222,310.4600,310.5900,310.4600,310.5600
1787146223,310.6300,310.6700,310.6300,310.6700
1787146224,310.7300,310.7700,310.7300,310.7700
1787146225,310.7700,310.7800,310.5900,310.6800
1787146226,310.6900,310.7000,310.6900,310.7000
1787146227,310.7700,310.8700,310.7400,310.7400
1787146228,310.7800,310.7800,310.6200,310.6200
1787146229,310.6400,310.7000,310.5900,310.5900
1787146230,310.5100,310.5100,310.3900,310.3900
1787146231,310.3600,310.3600,310.3600,310.3600
1787146232,310.3600,310.3600,310.2400,310.2700
1787146233,310.2300,310.2300,310.2300,310.2300
1787146234,310.2400,310.3600,310.1300,310.2900
1787146235,310.2700,310.2900,310.2000,310.2900
1787146236,310.2900,310.3000,310.2100,310.2100
1787146238,310.3000,310.6700,310.3000,310.6700
1787146239,310.6800,310.8800,310.6800,310.8800
1787146240,310.9400,310.9600,310.8950,310.9000
1787146241,310.9600,310.9600,310.9600,310.9600
1787146242,310.9400,310.9400,310.9300,310.9300
1787146243,310.8800,310.8800,310.7450,310.7700
1787146244,310.8000,310.8300,310.8000,310.8300
1787146245,310.7800,310.7800,310.7800,310.7800
1787146246,310.7900,310.8200,310.7900,310.8200
1787146247,310.8200,310.9200,310.8000,310.8900
1787146248,310.8350,310.8350,310.7500,310.8100
1787146249,310.8300,310.8300,310.8300,310.8300
1787146251,310.7400,310.8100,310.6400,310.7900
1787146252,310.8600,310.8700,310.8200,310.8600
1787146253,310.8800,310.8900,310.8800,310.8900
1787146254,310.8650,310.8650,310.8000,310.8000
1787146256,310.7400,310.7400,310.7400,310.7400
1787146257,310.7800,310.8100,310.7800,310.8100
1787146258,310.7300,310.7300,310.6850,310.6850
1787146259,310.7000,310.7000,310.7000,310.7000
1787146260,310.6300,310.6300,310.5000,310.5000
1787146261,310.5000,310.5600,310.5000,310.5600
1787146262,310.5700,310.5800,310.5600,310.5600
1787146263,310.5700,310.8900,310.4600,310.8700
1787146264,310.8900,310.9100,310.8900,310.9100
1787146265,310.9300,311.0300,310.9300,311.0300
1787146266,310.9100,311.0100,310.8800,310.9400
1787146267,311.0000,311.0000,311.0000,311.0000
1787146268,311.0300,311.0950,310.9900,311.0800
1787146269,311.0200,311.0500,310.9000,310.9100
1787146270,310.9000,310.9000,310.7800,310.8250
1787146271,310.7900,310.7900,310.7100,310.7100
1787146272,310.7500,310.7500,310.7500,310.7500
1787146273,310.7400,310.7900,310.6200,310.7000
1787146274,310.6750,310.6800,310.5600,310.6100
1787146275,310.5300,310.5900,310.5200,310.5900
1787146276,310.5700,310.5800,310.5700,310.5800
1787146277,310.7000,310.7100,310.7000,310.7100
1787146278,310.6900,310.6900,310.6900,310.6900
1787146279,310.6200,310.7100,310.6200,310.7100
1787146280,310.7100,310.7500,310.6000,310.7000
1787146281,310.6100,310.6500,310.5400,310.6400
1787146282,310.5500,310.5900,310.5500,310.5800
1787146283,310.5600,310.5700,310.5600,310.5700
1787146284,310.5400,310.5400,310.4700,310.4700
1787146285,310.5300,310.5400,310.5300,310.5400
1787146286,310.5200,310.5200,310.4700,310.4700
1787146287,310.4300,310.4700,310.3500,310.3800
1787146288,310.3600,310.3700,310.3300,310.3500
1787146289,310.3300,310.3350,310.2600,310.3200
1787146290,310.3000,310.3200,310.3000,310.3200
1787146291,310.3100,310.3100,310.2500,310.3100
1787146292,310.3000,310.4400,310.3000,310.4400
1787146293,310.4800,310.5100,310.4500,310.5100
1787146294,310.5400,310.5400,310.4900,310.4900
1787146295,310.5500,310.5900,310.4500,310.5800
1787146296,310.5800,310.7300,310.5700,310.7100
1787146297,310.6800,310.6800,310.6800,310.6800
1787146298,310.6600,310.6700,310.6600,310.6700
1787146299,310.6400,310.6400,310.6400,310.6400
1787146300,310.6900,310.8300,310.6900,310.7350
1787146301,310.7400,310.7700,310.7400,310.7500
1787146303,310.6800,310.7200,310.5400,310.5700
1787146304,310.5000,310.5500,310.4400,310.4700
1787146305,310.4450,310.4900,310.4450,310.4900
1787146306,310.4500,310.4500,310.4200,310.4400
1787146307,310.4700,310.5500,310.3900,310.5500
1787146309,310.5600,310.5600,310.5100,310.5100
1787146310,310.6000,310.6100,310.5200,310.5500
1787146311,310.5150,310.5300,310.5150,310.5300
1787146312,310.5100,310.5800,310.5100,310.5800
1787146313,310.5000,310.5500,310.4900,310.5500
1787146314,310.5100,310.5300,310.5100,310.5300
1787146315,310.5200,310.6000,310.5200,310.5900
1787146316,310.6000,310.6000,310.5400,310.5700
1787146317,310.5000,310.6050,310.5000,310.6000
1787146318,310.6150,310.6150,310.6000,310.6000
1787146319,310.5600,310.6150,310.5600,310.6000
1787146320,310.5600,310.5600,310.2900,310.3900
1787146321,310.3900,310.4900,310.3900,310.4900
1787146322,310.5000,310.5400,310.5000,310.5000
1787146323,310.5250,310.5250,310.4600,310.5000
1787146324,310.5000,310.5200,310.5000,310.5100
1787146325,310.4600,310.4600,310.4300,310.4400
1787146326,310.4500,310.4500,310.3600,310.3700
1787146327,310.2900,310.3100,310.2000,310.3000
1787146328,310.3000,310.4500,310.2900,310.4400
1787146329,310.4900,310.5400,310.4700,310.5400
1787146330,310.5500,310.6400,310.5500,310.6400
1787146331,310.6400,310.7200,310.6400,310.7100
1787146332,310.7500,310.8000,310.7500,310.8000
1787146333,310.8000,310.8000,310.7200,310.7800
1787146334,310.8000,310.8500,310.8000,310.8000
1787146335,310.7800,310.8300,310.7800,310.8300
1787146336,310.8500,310.8500,310.7800,310.7800
1787146337,310.7200,310.7500,310.7000,310.7500
1787146338,310.7100,310.7400,310.7100,310.7200
1787146339,310.7000,310.7000,310.6950,310.6950
1787146340,310.6900,310.7300,310.6900,310.7300
1787146341,310.7700,310.7800,310.7600,310.7600
1787146342,310.7500,310.7500,310.7400,310.7400
1787146343,310.7300,310.7600,310.7300,310.7600
1787146344,310.7500,310.7800,310.7500,310.7600
1787146345,310.7700,310.7700,310.7400,310.7600
1787146346,310.7500,310.7500,310.6700,310.6700
1787146347,310.7100,310.7100,310.6700,310.6700
1787146348,310.6700,310.6700,310.5400,310.5400
1787146349,310.6200,310.6200,310.5500,310.5500
1787146350,310.6000,310.6700,310.5300,310.6700
1787146351,310.6800,310.6800,310.6400,310.6600
1787146352,310.6600,310.7000,310.6600,310.7000
1787146353,310.7200,310.8300,310.6900,310.8300
1787146354,310.8000,310.8000,310.7800,310.7800
1787146355,310.8300,310.8300,310.7550,310.8100
1787146356,310.7850,310.8100,310.7850,310.8100
1787146357,310.7800,310.7800,310.7800,310.7800
1787146358,310.7700,310.7700,310.7500,310.7600
1787146359,310.7100,310.7400,310.6500,310.7400
1787146360,310.7700,310.7700,310.6300,310.6300
1787146361,310.6700,310.6700,310.6100,310.6350
1787146362,310.6100,310.6100,310.4550,310.5000
1787146363,310.4800,310.5200,310.4600,310.5200
1787146364,310.5400,310.5600,310.5400,310.5600
1787146365,310.5600,310.5900,310.5300,310.5900
1787146366,310.6100,310.6500,310.6100,310.6500
1787146367,310.6100,310.6200,310.6100,310.6200
1787146368,310.5400,310.5400,310.4300,310.4300
1787146369,310.4400,310.4400,310.4400,310.4400
1787146370,310.4500,310.5700,310.4500,310.5700
1787146372,310.5700,310.5900,310.5500,310.5500
1787146373,310.5700,310.6500,310.5300,310.6500
1787146374,310.5900,310.6400,310.5900,310.6400
1787146375,310.6200,310.6800,310.6200,310.6800
1787146376,310.7000,310.7100,310.6900,310.6900
1787146377,310.7500,310.7500,310.6700,310.6700
1787146378,310.6850,310.7600,310.6800,310.7600
1787146379,310.7600,310.9600,310.7600,310.9500
1787146380,310.8900,310.8900,310.8600,310.8600
1787146381,310.8800,310.9250,310.8800,310.9250
1787146382,310.9500,310.9700,310.9500,310.9700
1787146383,310.9900,310.9900,310.9400,310.9800
1787146384,311.0000,311.0800,311.0000,311.0400
1787146385,311.0050,311.0200,310.9300,310.9300
1787146386,310.9250,310.9250,310.9250,310.9250
1787146387,310.9000,310.9000,310.9000,310.9000
1787146388,310.8600,310.8600,310.8400,310.8400
1787146389,310.8000,310.8100,310.8000,310.8100
1787146390,310.7800,310.7800,310.7200,310.7400
1787146391,310.7600,310.7600,310.7100,310.7100
1787146392,310.6700,310.6900,310.5900,310.6900
1787146393,310.6200,310.6200,310.5400,310.6200
1787146394,310.6500,310.6500,310.6500,310.6500
1787146395,310.6500,310.6500,310.5900,310.6300
1787146396,310.6200,310.6200,310.5500,310.5800
1787146397,310.5500,310.6000,310.5200,310.5200
1787146399,310.5500,310.6000,310.5300,310.6000
1787146400,310.5900,310.5950,310.4700,310.4700
1787146401,310.4600,310.4600,310.3500,310.3900
1787146402,310.4350,310.4350,310.4350,310.4350
1787146403,310.4300,310.5000,310.4300,310.5000
1787146404,310.4900,310.5200,310.4800,310.4900
1787146405,310.5000,310.5300,310.5000,310.5300
1787146406,310.5000,310.5000,310.4700,310.4700
1787146408,310.4700,310.4700,310.4700,310.4700
1787146410,310.3900,310.3900,310.3900,310.3900
1787146411,310.3700,310.3900,310.3500,310.3900
1787146412,310.4100,310.4800,310.4000,310.4800
1787146413,310.4750,310.5500,310.4750,310.5500
1787146416,310.5700,310.6100,310.5700,310.6100
1787146417,310.6000,310.6000,310.6000,310.6000
1787146418,310.6100,310.6100,310.6100,310.6100
1787146419,310.5600,310.5600,310.5000,310.5000
1787146420,310.5600,310.5600,310.4800,310.4800
1787146422,310.5000,310.5000,310.5000,310.5000
1787146423,310.5300,310.5400,310.5300,310.5400
1787146424,310.5500,310.5500,310.5500,310.5500
1787146425,310.5650,310.5650,310.5650,310.5650
1787146426,310.5700,310.5700,310.5400,310.5400
1787146428,310.5200,310.5200,310.5100,310.5100
1787146429,310.4800,310.5000,310.4800,310.5000
1787146430,310.4800,310.4800,310.4500,310.4500
1787146431,310.4500,310.4500,310.4400,310.4400
1787146432,310.4600,310.4600,310.4350,310.4350
1787146433,310.4400,310.4400,310.4100,310.4100
1787146434,310.3900,310.4150,310.3900,310.4150
1787146435,310.4200,310.4300,310.3800,310.3800
1787146436,310.3800,310.3800,310.3400,310.3500
1787146437,310.4100,310.4100,310.4100,310.4100
1787146439,310.4600,310.5000,310.4400,310.5000
1787146440,310.5050,310.5600,310.4900,310.5300
1787146441,310.5400,310.5400,310.4900,310.5200
1787146442,310.5000,310.5000,310.4800,310.4900
1787146443,310.4900,310.4900,310.4900,310.4900
1787146444,310.5000,310.5800,310.4800,310.5700
1787146446,310.6500,310.6500,310.6500,310.6500
1787146447,310.6500,310.7200,310.6500,310.7200
1787146448,310.7300,310.8600,310.7300,310.8600
1787146449,310.8000,310.8000,310.7300,310.7300
1787146450,310.7500,310.7700,310.7500,310.7700
1787146451,310.8000,310.8000,310.8000,310.8000
1787146452,310.8050,310.8250,310.8000,310.8250
1787146453,310.8300,310.8300,310.7700,310.7700
1787146454,310.7700,310.7900,310.7700,310.7900
1787146455,310.8400,310.8400,310.8400,310.8400
1787146456,310.8500,310.8500,310.8100,310.8100
1787146457,310.8200,310.8200,310.8200,310.8200
1787146458,310.8300,310.8400,310.8100,310.8400
1787146459,310.8600,310.8700,310.8500,310.8500
1787146460,310.8500,310.8500,310.8000,310.8000
1787146461,310.7800,310.7850,310.7800,310.7850
1787146462,310.8100,310.8400,310.7800,310.8200
1787146463,310.8500,310.8950,310.8500,310.8800
1787146465,310.8500,310.8500,310.8500,310.8500
1787146466,310.9200,310.9300,310.9000,310.9000
1787146467,310.9000,310.9100,310.8700,310.8700
1787146468,310.8700,310.9100,310.8700,310.9100
1787146469,310.8850,310.8850,310.8700,310.8700
1787146470,310.8700,310.8700,310.8700,310.8700
1787146471,310.8700,310.8700,310.8400,310.8400
1787146472,310.8700,310.8700,310.8100,310.8250
1787146473,310.8100,310.8100,310.7200,310.7500
1787146474,310.7500,310.7600,310.7500,310.7600
1787146475,310.8000,310.8100,310.8000,310.8100
1787146477,310.7700,310.7700,310.7600,310.7600
1787146478,310.7650,310.7650,310.7650,310.7650
1787146479,310.7550,310.7550,310.7550,310.7550
1787146480,310.7500,310.7500,310.7100,310.7100
1787146481,310.6900,310.7000,310.6850,310.7000
1787146482,310.7100,310.7100,310.7000,310.7000
1787146484,310.7200,310.7200,310.7200,310.7200
1787146485,310.7300,310.7900,310.7300,310.7600
1787146486,310.8000,310.9300,310.8000,310.9300
1787146487,310.9200,310.9200,310.9200,310.9200
1787146488,310.9500,311.0600,310.9500,311.0600
1787146489,311.0800,311.0900,311.0600,311.0800
1787146490,311.1000,311.1000,311.0300,311.0300
1787146491,310.9400,310.9800,310.8900,310.8900
1787146492,310.8600,310.8800,310.8250,310.8250
1787146493,310.8400,310.8400,310.8300,310.8400
1787146495,310.8400,310.8400,310.8000,310.8000
1787146496,310.7700,310.8200,310.7400,310.7700
1787146497,310.8100,310.8100,310.7400,310.7700
1787146498,310.7300,310.7300,310.7000,310.7100
1787146500,310.7650,310.7900,310.7650,310.7900
