ts,o,h,l,c
1787319000,260.6200,260.6200,260.1300,260.5200
1787319001,260.3100,260.7500,260.2900,260.4350
1787319002,260.3700,260.8500,260.1500,260.6550
1787319003,260.7100,261.0100,260.6800,260.9500
1787319004,261.0000,261.0000,260.6800,260.7950
1787319005,260.7400,260.7900,260.7300,260.7900
1787319006,260.7600,260.8300,260.7500,260.8300
1787319007,260.8300,260.8300,260.6300,260.7200
1787319008,260.7900,260.8200,260.7600,260.7600
1787319009,260.8300,260.8300,260.7700,260.8200
1787319010,260.9400,260.9700,260.8300,260.9100
1787319011,260.9100,260.9300,260.7300,260.9300
1787319012,260.9400,260.9400,260.9400,260.9400
1787319013,260.9900,261.0500,260.9200,260.9900
1787319014,261.0800,261.0800,261.0300,261.0400
1787319015,261.0000,261.0500,261.0000,261.0500
1787319016,261.0600,261.1200,261.0600,261.1200
1787319017,261.0800,261.0800,260.7900,260.7900
1787319018,260.7400,260.7400,260.3600,260.3600
1787319019,260.3600,260.3600,260.3600,260.3600
1787319020,260.3000,260.3000,260.1800,260.2500
1787319021,260.2600,260.2600,260.0700,260.0900
1787319022,260.1100,260.1100,259.8800,259.9000
1787319023,259.9700,259.9700,259.9700,259.9700
1787319024,259.9700,260.0200,259.9700,260.0200
1787319025,260.0100,260.0100,260.0100,260.0100
1787319026,259.9300,259.9300,259.8200,259.8700
1787319027,259.8500,259.9700,259.7700,259.7700
1787319028,259.7500,259.8200,259.7500,259.8200
1787319029,259.9000,259.9900,259.9000,259.9900
1787319031,259.9100,259.9400,259.8200,259.8200
1787319033,259.8700,259.9500,259.8500,259.8500
1787319034,259.9000,259.9000,259.9000,259.9000
1787319035,259.8500,260.0400,259.8500,259.9400
1787319036,259.9200,259.9200,259.7900,259.7900
1787319037,259.7800,259.7800,259.7000,259.7000
1787319040,259.7100,259.7100,259.6600,259.7100
1787319041,259.7600,259.7600,259.7600,259.7600
1787319043,259.7700,259.7800,259.7700,259.7700
1787319044,259.8000,259.8100,259.8000,259.8100
1787319045,259.7900,259.7900,259.7900,259.7900
1787319046,259.7700,259.8400,259.7300,259.8000
1787319048,259.8600,259.8600,259.8600,259.8600
1787319049,259.9400,259.9500,259.8700,259.9500
1787319050,259.7900,259.7900,259.5400,259.5400
1787319051,259.5200,259.5200,259.3400,259.4100
1787319052,259.4500,259.5000,259.3300,259.5000
1787319054,259.3900,259.3900,259.3600,259.3700
1787319055,259.3700,259.3900,259.3700,259.3900
1787319057,259.3600,259.3600,259.3600,259.3600
1787319060,259.3800,259.4100,259.2600,259.3000
1787319061,259.3800,259.4300,259.2800,259.4300
1787319062,259.3700,259.3800,259.2800,259.2800
1787319063,259.3100,259.3200,259.1800,259.1800
1787319064,259.1600,259.1600,259.0700,259.0700
1787319065,259.1000,259.1500,258.9500,259.0400
1787319066,259.0000,259.0600,258.9500,259.0300
1787319067,259.0000,259.0000,258.7300,258.7300
1787319068,258.7200,258.8600,258.7100,258.8200
1787319069,258.8700,258.8700,258.8700,258.8700
1787319070,258.8500,258.8500,258.7900,258.7900
1787319071,258.7100,258.7100,258.6600,258.7100
1787319072,258.6600,258.6700,258.6200,258.6200
1787319073,258.6000,259.0700,258.6000,259.0000
1787319074,259.0400,259.1000,259.0100,259.1000
1787319075,259.0700,259.1000,259.0100,259.1000
1787319077,259.0800,259.0800,259.0800,259.0800
1787319078,259.0800,259.0900,259.0400,259.0900
