ts,o,h,l,c
1787319000,349.9000,350.0000,348.8900,349.0100
1787319001,348.9200,348.9700,348.2700,348.4650
1787319002,348.3300,348.4300,348.0000,348.1400
1787319003,348.1600,349.1700,348.0100,348.9500
1787319004,349.0000,349.8700,349.0000,349.6000
1787319005,349.6500,349.7000,349.5500,349.6600
1787319006,349.5600,349.5600,349.1900,349.4200
1787319007,349.4150,349.4150,349.3200,349.3200
1787319008,349.3900,349.3900,348.8000,348.9700
1787319009,349.1300,349.7250,349.1300,349.7250
1787319010,349.7500,349.7800,349.6600,349.7700
1787319012,349.8600,350.2500,349.6200,350.0200
1787319013,350.2200,350.7700,349.9500,350.6500
1787319014,350.4800,350.8500,350.4800,350.8100
1787319015,350.8600,351.3000,350.8600,351.1600
1787319016,351.2500,351.3100,350.3900,350.4700
1787319017,350.6500,350.7200,350.5300,350.5300
1787319018,350.5700,350.5700,350.3400,350.3400
1787319019,350.5600,350.5800,350.4200,350.5750
1787319020,350.4300,350.4900,350.3050,350.4900
1787319021,350.6500,350.6500,350.1500,350.1500
1787319022,350.1800,350.2300,350.1800,350.2300
1787319023,350.1900,350.3200,350.0400,350.3200
1787319024,350.4900,350.7000,350.1700,350.1700
1787319025,350.1300,350.6100,350.1300,350.6100
1787319026,350.6300,350.6400,350.6300,350.6400
1787319027,350.7100,350.7200,350.2000,350.2000
1787319028,350.5000,350.5000,350.5000,350.5000
1787319029,350.8400,350.9900,350.8200,350.8200
1787319030,350.7300,350.7300,350.7300,350.7300
1787319031,350.7700,351.0000,350.7700,351.0000
1787319032,351.0000,351.0000,351.0000,351.0000
1787319033,351.1950,351.3100,351.1900,351.2300
1787319034,351.3300,351.5700,351.3200,351.5700
1787319035,351.4000,351.5200,351.1900,351.1900
1787319036,351.1300,351.1300,350.7500,350.7500
1787319037,350.7000,350.7400,350.5300,350.5500
1787319038,350.6300,350.7400,350.6300,350.7400
1787319040,350.6300,350.7200,350.5500,350.7200
1787319041,350.6450,350.8500,350.4500,350.6800
1787319042,350.5200,350.5800,350.4800,350.4800
1787319043,350.4800,350.4800,350.2100,350.2100
1787319044,350.2200,350.2800,350.0700,350.2800
1787319045,350.2200,350.2200,349.8400,349.9100
1787319046,349.8800,349.8800,349.8800,349.8800
1787319047,349.9700,350.0500,349.9700,350.0500
1787319049,350.0100,350.0100,350.0000,350.0000
1787319050,349.9800,349.9800,349.9700,349.9700
1787319051,350.0000,350.0400,350.0000,350.0400
1787319052,350.0700,350.1200,350.0700,350.1200
1787319053,350.2600,350.2600,350.1100,350.1350
1787319054,350.0200,350.4300,349.9700,350.0600
1787319055,350.0100,350.0100,350.0000,350.0000
1787319056,350.0800,350.3000,350.0800,350.3000
1787319057,350.3000,350.3000,350.3000,350.3000
1787319058,350.2000,350.2300,349.9200,350.2300
1787319060,350.2800,350.4900,350.1700,350.1700
1787319061,350.1800,350.1850,350.1800,350.1850
1787319062,350.0400,350.3000,350.0400,350.3000
1787319063,350.1300,350.1400,350.0000,350.0000
1787319064,349.8800,349.9100,348.8400,348.8400
1787319065,348.7900,348.9200,348.6600,348.9100
1787319066,348.8400,349.0700,348.7600,349.0400
1787319067,349.0900,349.4400,349.0900,349.2800
1787319068,349.0500,349.2000,349.0500,349.2000
1787319069,349.0800,349.1600,348.9600,349.0000
1787319070,348.8300,348.8300,348.5800,348.6700
1787319072,348.7750,348.7750,348.4500,348.4500
1787319073,348.5200,348.6500,348.5200,348.6500
1787319074,348.6100,348.8300,348.6100,348.8300
