ts,o,h,l,c
1788355800,254.3500,254.5000,254.0800,254.5000
1788355801,254.4100,254.9200,254.3100,254.4600
1788355802,254.5600,254.8100,254.3300,254.3300
1788355803,254.3200,254.3900,254.0000,254.0900
1788355804,254.0300,254.0300,253.6900,253.7800
1788355805,253.6900,253.7000,253.5800,253.6200
1788355806,253.6200,253.6200,253.6000,253.6000
1788355807,253.6300,253.7700,253.5800,253.6300
1788355808,253.6700,253.6800,253.5500,253.5500
1788355810,253.5800,253.5800,253.4900,253.5800
1788355812,253.5800,253.5800,253.4800,253.4800
1788355813,253.5600,253.5800,253.5600,253.5800
1788355815,253.5500,253.5500,253.4300,253.4700
1788355816,253.4200,253.6400,253.4000,253.5100
1788355818,253.5000,253.5000,253.4700,253.4700
1788355819,253.5050,253.5500,253.5050,253.5100
1788355820,253.5050,253.5050,253.4400,253.4400
1788355821,253.4900,253.6000,253.4900,253.6000
1788355822,253.6200,253.6300,253.5200,253.5200
1788355824,253.6200,253.7500,253.6200,253.7500
1788355826,253.7700,253.8300,253.7600,253.7800
1788355827,253.7450,253.7450,253.7450,253.7450
1788355829,253.6600,253.6850,253.6500,253.6850
1788355830,253.7300,253.8100,253.7100,253.8100
1788355832,253.8800,253.9400,253.8800,253.9400
1788355833,253.9150,253.9150,253.9150,253.9150
1788355834,253.9400,253.9900,253.9400,253.9900
1788355837,253.9300,253.9300,253.8300,253.8300
1788355838,253.8100,253.8100,253.7650,253.7650
1788355840,253.7400,253.7600,253.7400,253.7600
1788355842,253.7400,253.7400,253.7400,253.7400
1788355843,253.7600,253.7600,253.7600,253.7600
1788355845,253.6600,253.6800,253.6500,253.6800
1788355847,253.6700,253.6700,253.6700,253.6700
1788355848,253.6800,253.6800,253.6400,253.6700
1788355849,253.7150,253.7150,253.6800,253.6800
1788355850,253.6700,253.7600,253.6600,253.7400
1788355853,253.6800,253.6800,253.5600,253.5600
1788355855,253.5600,253.6100,253.5600,253.6100
1788355856,253.6100,253.6200,253.6100,253.6200
1788355859,253.5200,253.5200,253.5200,253.5200
1788355860,253.5100,253.5400,253.4900,253.5000
1788355861,253.5600,253.6000,253.5400,253.5400
1788355862,253.6200,253.6200,253.5100,253.5100
1788355863,253.4400,253.4400,253.4400,253.4400
1788355864,253.4400,253.4400,253.4400,253.4400
1788355865,253.4900,253.4900,253.4900,253.4900
1788355866,253.5100,253.5100,253.4500,253.4500
1788355867,253.4450,253.5200,253.4450,253.5200
1788355868,253.5700,253.6800,253.5700,253.6800
1788355869,253.6900,253.7100,253.6900,253.7100
1788355870,253.7100,253.7100,253.7100,253.7100
1788355872,253.6750,253.6750,253.6750,253.6750
1788355873,253.6700,253.6900,253.6700,253.6750
1788355875,253.6750,253.6750,253.6700,253.6700
1788355876,253.6700,253.6700,253.6700,253.6700
1788355877,253.6700,253.6700,253.6700,253.6700
1788355878,253.5900,253.6400,253.5200,253.5200
1788355879,253.5000,253.5000,253.5000,253.5000
1788355880,253.5300,253.5500,253.5300,253.5500
1788355881,253.5500,253.5500,253.5500,253.5500
1788355882,253.5100,253.5100,253.5100,253.5100
1788355883,253.5800,253.7600,253.5800,253.7500
1788355884,253.7400,253.7800,253.7300,253.7800
1788355885,253.7900,253.7900,253.7900,253.7900
1788355887,253.6900,253.6900,253.6900,253.6900
1788355889,253.7050,253.7050,253.7050,253.7050
1788355890,253.7050,253.7050,253.7050,253.7050
1788355891,253.7500,253.7700,253.7500,253.7550
1788355892,253.7400,253.7400,253.7400,253.7400
1788355893,253.7500,253.7500,253.7500,253.7500
1788355894,253.7000,253.7400,253.6900,253.7400
1788355897,253.7400,253.7900,253.7400,253.7900
1788355898,253.8000,253.8000,253.7500,253.7500
1788355900,253.7300,253.7300,253.7300,253.7300
1788355902,253.7800,253.7900,253.7500,253.7800
1788355903,253.8000,253.8000,253.8000,253.8000
1788355904,253.8000,253.8700,253.8000,253.8700
1788355905,253.8900,253.8900,253.8900,253.8900
1788355906,253.8900,253.9700,253.8700,253.9100
1788355908,253.8000,253.8850,253.8000,253.8850
1788355910,253.7500,253.7500,253.7400,253.7400
1788355911,253.7300,253.7300,253.6100,253.6300
1788355912,253.7000,253.7300,253.7000,253.7300
1788355913,253.7600,253.8000,253.7600,253.8000
1788355917,253.8300,253.9500,253.8300,253.9500
1788355918,253.9000,253.9000,253.8800,253.9000
1788355919,253.8900,253.8900,253.8900,253.8900
1788355920,253.9000,253.9000,253.8700,253.8700
1788355921,253.8700,253.8700,253.7300,253.7500
1788355922,253.7000,253.7000,253.5450,253.5600
1788355925,253.5900,253.5900,253.5900,253.5900
1788355926,253.6200,253.6900,253.6200,253.6900
1788355927,253.7100,253.7400,253.7000,253.7400
1788355929,253.7450,253.7450,253.7300,253.7300
1788355931,253.6700,253.6700,253.6400,253.6500
1788355932,253.6300,253.6500,253.6100,253.6500
1788355933,253.6000,253.6300,253.6000,253.6300
1788355934,253.6000,253.6000,253.6000,253.6000
1788355935,253.6300,253.6300,253.6300,253.6300
1788355936,253.6300,253.6800,253.6300,253.6800
1788355937,253.7100,253.7300,253.7100,253.7300
1788355938,253.7600,253.8100,253.7600,253.8100
1788355939,253.8000,253.8000,253.8000,253.8000
